rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
244731,星の空を翔ける,等価交換,"[""VY1V3""]",,2020-06-19T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=SFooNv2v3wA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":311337,""vocadb_url"":""https://vocadb.net/S/311337"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""SFooNv2v3wA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""等価交換(Satsuki&Ryu)"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""SFooNv2v3wA"",""views"":379,""author"":""等価交換(Satsuki&Ryu)"",""url"":""https://youtu.be/SFooNv2v3wA""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[],""voice_synth_vocalists"":[""VY1V3""],""voice_synth_types"":{""VY1V3"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""等価交換"",""artist_type"":""OtherGroup"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":85177},{""name"":""VY1V3"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":267}]}"
244732,◯ーロンなんかもういい論,紅雛,"[""ROSE""]",,2023-07-04T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=vTmexMxuREI,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":513049,""vocadb_url"":""https://vocadb.net/S/513049"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""vTmexMxuREI"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""RedChick"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""vTmexMxuREI"",""views"":379,""author"":""RedChick"",""url"":""https://youtu.be/vTmexMxuREI""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""紅雛""],""voice_synth_vocalists"":[""ROSE""],""voice_synth_types"":{""ROSE"":""cevio""},""all_vocadb_artist_credits"":[{""name"":""紅雛"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":72419},{""name"":""ROSE"",""artist_type"":""CeVIO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":111839}]}"
244733,絶望の果てまで,ぁヵぃろ,"[""知声""]",,2026-05-10T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=iCewwJVqbIk,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":974633,""vocadb_url"":""https://vocadb.net/S/974633"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""iCewwJVqbIk"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ぁヵぃろ / NaShe-P"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""iCewwJVqbIk"",""views"":379,""author"":""ぁヵぃろ / NaShe-P"",""url"":""https://youtu.be/iCewwJVqbIk""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ぁヵぃろ""],""voice_synth_vocalists"":[""知声""],""voice_synth_types"":{""知声"":""voisona""},""all_vocadb_artist_credits"":[{""name"":""知声"",""artist_type"":""VoiSona"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":99757},{""name"":""ぁヵぃろ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":188334}]}"
244734,彗星賛歌,天草四季,"[""IA""]",,2021-12-31T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=V3M78MouHrQ,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":489699,""vocadb_url"":""https://vocadb.net/S/489699"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""V3M78MouHrQ"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""天草　四季"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""V3M78MouHrQ"",""views"":379,""author"":""天草　四季"",""url"":""https://youtu.be/V3M78MouHrQ""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""天草四季""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""天草四季"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":104926},{""name"":""ikki"",""artist_type"":""OtherIndividual"",""roles"":[""mixer""],""is_support"":false,""vocadb_artist_id"":108313},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504},{""name"":""三崎のなか"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":49026}]}"
244735,虚無ログ,killosky,"[""初音ミク""]",,2026-01-23T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=d1g1nDbk2G0,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":936138,""vocadb_url"":""https://vocadb.net/S/936138"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""d1g1nDbk2G0"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""killosky official channel"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""d1g1nDbk2G0"",""views"":379,""author"":""killosky official channel"",""url"":""https://youtu.be/d1g1nDbk2G0""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""killosky""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""killosky"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":102572},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
244736,お伽の国,Leu,"[""初音ミク""]",,2023-04-13T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=_XOJOt0hcek,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":502453,""vocadb_url"":""https://vocadb.net/S/502453"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""_XOJOt0hcek"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Leu"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""_XOJOt0hcek"",""views"":379,""author"":""Leu"",""url"":""https://youtu.be/_XOJOt0hcek""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Leu""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Leu"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":94084},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""endlesscat"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":7493}]}"
244737,CAR-TASTROPHE,ReneSkunk777MC,"[""初音ミク""]",,2025-03-11T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=olKuy5Lwneo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":773418,""vocadb_url"":""https://vocadb.net/S/773418"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""olKuy5Lwneo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ReneSkunk777MC"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""olKuy5Lwneo"",""views"":379,""author"":""ReneSkunk777MC"",""url"":""https://youtu.be/olKuy5Lwneo""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ReneSkunk777MC""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ReneSkunk777MC"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":78065},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
244738,愛読書,果実園の布,"[""VY1""]",,2024-08-08T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=SzobNR9JakI,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":668762,""vocadb_url"":""https://vocadb.net/S/668762"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""SzobNR9JakI"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""果実園の布"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""SzobNR9JakI"",""views"":379,""author"":""果実園の布"",""url"":""https://youtu.be/SzobNR9JakI""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""果実園の布""],""voice_synth_vocalists"":[""VY1""],""voice_synth_types"":{""VY1"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""果実園の布"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":144475},{""name"":""VY1"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":117}]}"
244739,fanatic love,darken drive,"[""Fukase (Normal)"",""Fukase (English)""]",,2020-03-28T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=Dj0eF_ChZDU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":853987,""vocadb_url"":""https://vocadb.net/S/853987"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Dj0eF_ChZDU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""driveチャンネル"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""Dj0eF_ChZDU"",""views"":379,""author"":""driveチャンネル"",""url"":""https://youtu.be/Dj0eF_ChZDU""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""darken drive""],""voice_synth_vocalists"":[""Fukase (Normal)"",""Fukase (English)""],""voice_synth_types"":{""Fukase (Normal)"":""vocaloid"",""Fukase (English)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""darken drive"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":71275},{""name"":""Fukase (Normal)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":46458},{""name"":""Fukase (English)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":46460}]}"
244740,貴方が見つけてくれたから,チキンコス,"[""初音ミク""]",,2024-07-13T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=gfjNqED7TbY,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":650544,""vocadb_url"":""https://vocadb.net/S/650544"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""gfjNqED7TbY"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""チキンコス"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""gfjNqED7TbY"",""views"":379,""author"":""チキンコス"",""url"":""https://youtu.be/gfjNqED7TbY""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""チキンコス""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""チキンコス"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":127117}]}"
244741,サイレン,Mathleep,"[""知声""]",,2024-07-20T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=8O4CRnk5Vv4,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":665890,""vocadb_url"":""https://vocadb.net/S/665890"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""8O4CRnk5Vv4"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Mathleep"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""8O4CRnk5Vv4"",""views"":379,""author"":""Mathleep"",""url"":""https://youtu.be/8O4CRnk5Vv4""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Mathleep""],""voice_synth_vocalists"":[""知声""],""voice_synth_types"":{""知声"":""voisona""},""all_vocadb_artist_credits"":[{""name"":""Mathleep"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":130540},{""name"":""知声"",""artist_type"":""VoiSona"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":99757}]}"
244742,流星歌,上村香月,"[""初音ミク""]",,2020-02-26T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=DKu6upb0Spo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":273411,""vocadb_url"":""https://vocadb.net/S/273411"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""DKu6upb0Spo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""上村香月"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""DKu6upb0Spo"",""views"":379,""author"":""上村香月"",""url"":""https://youtu.be/DKu6upb0Spo""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""上村香月""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""上村香月"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2630},{""name"":""みなせなぎ"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":23616}]}"
244743,希う望み,シャル坊,"[""初音ミク V4 (English)""]",,2018-06-11T00:00:00Z,2018,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=rFA2Hx4g26I,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":196188,""vocadb_url"":""https://vocadb.net/S/196188"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""rFA2Hx4g26I"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""シャル坊"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""rFA2Hx4g26I"",""views"":379,""author"":""シャル坊"",""url"":""https://youtu.be/rFA2Hx4g26I""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""シャル坊""],""voice_synth_vocalists"":[""初音ミク V4 (English)""],""voice_synth_types"":{""初音ミク V4 (English)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""シャル坊"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":62155},{""name"":""初音ミク V4 (English)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":49724}]}"
244744,声を聴かせて,ペンギンサク,"[""羽累""]",,2025-02-22T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=7ICXtS3zt4E,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":913317,""vocadb_url"":""https://vocadb.net/S/913317"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""7ICXtS3zt4E"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ペンギンサク-saku-"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""7ICXtS3zt4E"",""views"":379,""author"":""ペンギンサク-saku-"",""url"":""https://youtu.be/7ICXtS3zt4E""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ペンギンサク""],""voice_synth_vocalists"":[""羽累""],""voice_synth_types"":{""羽累"":""cevio""},""all_vocadb_artist_credits"":[{""name"":""ペンギンサク"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":85380},{""name"":""羽累"",""artist_type"":""CeVIO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":112287}]}"
244745,Galaxy,ヘイマ,"[""Fukase (Unknown)""]",,2023-04-07T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=GNHS5n9fJzg,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":863708,""vocadb_url"":""https://vocadb.net/S/863708"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""GNHS5n9fJzg"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ヘイマ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""GNHS5n9fJzg"",""views"":379,""author"":""ヘイマ"",""url"":""https://youtu.be/GNHS5n9fJzg""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ヘイマ""],""voice_synth_vocalists"":[""Fukase (Unknown)""],""voice_synth_types"":{""Fukase (Unknown)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Fukase (Unknown)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":40866},{""name"":""ヘイマ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":82584},{""name"":""松尾多聞"",""artist_type"":""Lyricist"",""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":171860}]}"
244746,ダフネ,こばこ,"[""初音ミク""]",,2021-01-28T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=yzgIdIeAVvA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":359267,""vocadb_url"":""https://vocadb.net/S/359267"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""yzgIdIeAVvA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""こばこ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""yzgIdIeAVvA"",""views"":379,""author"":""こばこ"",""url"":""https://youtu.be/yzgIdIeAVvA""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""こばこ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""こばこ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":86926},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ととりか"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":39801}]}"
244747,純色,うみ,"[""可不""]",,2024-01-05T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,379.0,views,,,379,,,,,https://www.youtube.com/watch?v=CVnGRIOaaAo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":776434,""vocadb_url"":""https://vocadb.net/S/776434"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""CVnGRIOaaAo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""UMI992"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":379,""official_youtube_pvs"":[{""video_id"":""CVnGRIOaaAo"",""views"":379,""author"":""UMI992"",""url"":""https://youtu.be/CVnGRIOaaAo""}],""highest_individual_official_pv_views"":379,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""うみ""],""voice_synth_vocalists"":[""可不""],""voice_synth_types"":{""可不"":""cevio""},""all_vocadb_artist_credits"":[{""name"":""可不"",""artist_type"":""CeVIO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":83928},{""name"":""うみ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":94752}]}"
