rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
325925,seem,センリ,"[""鏡音リン""]",,2021-11-30T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=joambl_DjQQ,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":382527,""vocadb_url"":""https://vocadb.net/S/382527"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""joambl_DjQQ"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""センリ / SENRI"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""joambl_DjQQ"",""views"":54,""author"":""センリ / SENRI"",""url"":""https://youtu.be/joambl_DjQQ""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""センリ""],""voice_synth_vocalists"":[""鏡音リン""],""voice_synth_types"":{""鏡音リン"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""センリ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":97733},{""name"":""鏡音リン"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":14},{""name"":""柳山min子"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":100420}]}"
325926,私は私のハコの中,優水,"[""鏡音リン""]",,2012-04-23T00:00:00Z,2012,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=U4lZJBnQDIM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":474401,""vocadb_url"":""https://vocadb.net/S/474401"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""U4lZJBnQDIM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""suiykk"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""U4lZJBnQDIM"",""views"":54,""author"":""suiykk"",""url"":""https://youtu.be/U4lZJBnQDIM""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""優水""],""voice_synth_vocalists"":[""鏡音リン""],""voice_synth_types"":{""鏡音リン"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""優水"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":9688},{""name"":""鏡音リン"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":14}]}"
325927,mo帯on,Aポエット,"[""重音テト"",""唄音ウタ""]",,2023-06-10T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=hJA1OB8fx2U,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":623372,""vocadb_url"":""https://vocadb.net/S/623372"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""hJA1OB8fx2U"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""apoetjapon"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""hJA1OB8fx2U"",""views"":54,""author"":""apoetjapon"",""url"":""https://youtu.be/hJA1OB8fx2U""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Aポエット""],""voice_synth_vocalists"":[""重音テト"",""唄音ウタ""],""voice_synth_types"":{""重音テト"":""utau"",""唄音ウタ"":""utau""},""all_vocadb_artist_credits"":[{""name"":""Aポエット"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":121888},{""name"":""重音テト"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":116},{""name"":""唄音ウタ"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":803}]}"
325928,Together ～走り出そう～,アップエーケー,"[""波音リツ""]",,2022-04-16T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=Y1YKYcSgfCQ,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":399748,""vocadb_url"":""https://vocadb.net/S/399748"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Y1YKYcSgfCQ"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""アップエーケー / upA.k."",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""Y1YKYcSgfCQ"",""views"":54,""author"":""アップエーケー / upA.k."",""url"":""https://youtu.be/Y1YKYcSgfCQ""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""アップエーケー""],""voice_synth_vocalists"":[""波音リツ""],""voice_synth_types"":{""波音リツ"":""utau""},""all_vocadb_artist_credits"":[{""name"":""波音リツ"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1746},{""name"":""アップエーケー"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":102035}]}"
325929,Chaos Cyber,Dr.マカロニ,"[""初音ミク""]",,2022-12-06T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=i7GCYNpZcjU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":724499,""vocadb_url"":""https://vocadb.net/S/724499"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""i7GCYNpZcjU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ｻｲﾎﾞｰｸﾞ  Dr.マカロニ⚙️"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""i7GCYNpZcjU"",""views"":54,""author"":""ｻｲﾎﾞｰｸﾞ  Dr.マカロニ⚙️"",""url"":""https://youtu.be/i7GCYNpZcjU""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Dr.マカロニ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Dr.マカロニ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":151284},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
325930,Cyber Aliver,pineApple.職人🍍,"[""初音ミク""]",,2024-06-15T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=AOS9h93cpl0,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":640539,""vocadb_url"":""https://vocadb.net/S/640539"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""AOS9h93cpl0"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""pineApple.職人🍍"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""AOS9h93cpl0"",""views"":54,""author"":""pineApple.職人🍍"",""url"":""https://youtu.be/AOS9h93cpl0""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""pineApple.職人🍍""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""pineApple.職人🍍"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":130697},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
325931,Internet world,不眠,"[""初音ミク""]",,2025-07-29T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=uK24KdWRos4,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":834464,""vocadb_url"":""https://vocadb.net/S/834464"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""uK24KdWRos4"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Fumin"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""uK24KdWRos4"",""views"":54,""author"":""Fumin"",""url"":""https://youtu.be/uK24KdWRos4""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""不眠""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""不眠"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":168062},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
325932,ココロハレルヤ,タカヨシダ,"[""HARUKA""]",,2025-06-29T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=qZBZTRA7J1w,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":820511,""vocadb_url"":""https://vocadb.net/S/820511"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""qZBZTRA7J1w"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""タカヨシダ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""qZBZTRA7J1w"",""views"":54,""author"":""タカヨシダ"",""url"":""https://youtu.be/qZBZTRA7J1w""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""タカヨシダ""],""voice_synth_vocalists"":[""HARUKA""],""voice_synth_types"":{""HARUKA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""タカヨシダ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":73338},{""name"":""HARUKA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":110053}]}"
325933,ねこのうた,あのにむ,"[""初音ミク"",""鳥夏栖""]",,2023-12-07T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=6yj6KXmUoz8,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":565614,""vocadb_url"":""https://vocadb.net/S/565614"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""6yj6KXmUoz8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""あのにむ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""6yj6KXmUoz8"",""views"":54,""author"":""あのにむ"",""url"":""https://youtu.be/6yj6KXmUoz8""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""あのにむ"",""鳥夏栖""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""あのにむ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":105617},{""name"":""鳥夏栖"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":142806}]}"
325934,I'm flyer,nebi,"[""IA""]",,2025-06-08T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=geVUkCRcjBA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":959265,""vocadb_url"":""https://vocadb.net/S/959265"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""geVUkCRcjBA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""nebi"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""geVUkCRcjBA"",""views"":54,""author"":""nebi"",""url"":""https://youtu.be/geVUkCRcjBA""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""nebi""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""nebi"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":163449},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504}]}"
325935,君は天使,狂忘,"[""Jin""]",,2025-07-28T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=8tjpAZEX5iw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":820857,""vocadb_url"":""https://vocadb.net/S/820857"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""8tjpAZEX5iw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""狂忘-月ノみんとの音楽チャンネル"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""8tjpAZEX5iw"",""views"":54,""author"":""狂忘-月ノみんとの音楽チャンネル"",""url"":""https://youtu.be/8tjpAZEX5iw""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""狂忘""],""voice_synth_vocalists"":[""Jin""],""voice_synth_types"":{""Jin"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""狂忘"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":73052},{""name"":""Jin"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":129003}]}"
325936,今宵,Mote39,"[""重音テトSV""]",,2026-02-21T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=Kc9HW7uW7TQ,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":959795,""vocadb_url"":""https://vocadb.net/S/959795"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Kc9HW7uW7TQ"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Mote39"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""Kc9HW7uW7TQ"",""views"":54,""author"":""Mote39"",""url"":""https://youtu.be/Kc9HW7uW7TQ""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Mote39""],""voice_synth_vocalists"":[""重音テトSV""],""voice_synth_types"":{""重音テトSV"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""重音テトSV"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":118397},{""name"":""Mote39"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":186702}]}"
325937,靭葛,焙じ炉,"[""VY1""]",,2025-08-23T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=ntjLkBazuHU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":942768,""vocadb_url"":""https://vocadb.net/S/942768"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""ntjLkBazuHU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""焙じ炉P"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""ntjLkBazuHU"",""views"":54,""author"":""焙じ炉P"",""url"":""https://youtu.be/ntjLkBazuHU""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""焙じ炉""],""voice_synth_vocalists"":[""VY1""],""voice_synth_types"":{""VY1"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""焙じ炉"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":169028},{""name"":""VY1"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":117}]}"
325938,いま（今）,とらい,"[""初音ミク""]",,2023-12-17T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=uQ1kaxahpkk,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":564295,""vocadb_url"":""https://vocadb.net/S/564295"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""uQ1kaxahpkk"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Torai - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""uQ1kaxahpkk"",""views"":54,""author"":""Torai - Topic"",""url"":""https://youtu.be/uQ1kaxahpkk""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""とらい""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""とらい"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":114782},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
325939,安眠,まれっふぃ,"[""レイイチロウ""]",,2023-02-05T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=3OwP8i3R0Eo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":651232,""vocadb_url"":""https://vocadb.net/S/651232"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""3OwP8i3R0Eo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Mareffy"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""3OwP8i3R0Eo"",""views"":54,""author"":""Mareffy"",""url"":""https://youtu.be/3OwP8i3R0Eo""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""まれっふぃ""],""voice_synth_vocalists"":[""レイイチロウ""],""voice_synth_types"":{""レイイチロウ"":""utau""},""all_vocadb_artist_credits"":[{""name"":""レイイチロウ"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":127069},{""name"":""まれっふぃ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":72242}]}"
325940,HANABI,やげんなんこつ,"[""v flower""]",,2021-08-29T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=uRet0Y_nflw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":349779,""vocadb_url"":""https://vocadb.net/S/349779"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""uRet0Y_nflw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""YAGEN NANKOTSU"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""uRet0Y_nflw"",""views"":54,""author"":""YAGEN NANKOTSU"",""url"":""https://youtu.be/uRet0Y_nflw""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""やげんなんこつ""],""voice_synth_vocalists"":[""v flower""],""voice_synth_types"":{""v flower"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""v flower"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":21165},{""name"":""やげんなんこつ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":93591},{""name"":""roro02"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":54734}]}"
325941,ナイデフィーバー,Nakacha ni,"[""符色""]",,2024-02-23T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,54.0,views,,,54,,,,,https://www.youtube.com/watch?v=UjmKuf4jBZo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":599923,""vocadb_url"":""https://vocadb.net/S/599923"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""UjmKuf4jBZo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Nakacha ni"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":54,""official_youtube_pvs"":[{""video_id"":""UjmKuf4jBZo"",""views"":54,""author"":""Nakacha ni"",""url"":""https://youtu.be/UjmKuf4jBZo""}],""highest_individual_official_pv_views"":54,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Nakacha ni""],""voice_synth_vocalists"":[""符色""],""voice_synth_types"":{""符色"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Nakacha ni"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":135299},{""name"":""符色"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":119245}]}"
