rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
332735,これが恋なら,木立楓,"[""初音ミク"",""鏡音リン""]",,2021-10-14T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=9rsM4q_Gg8Q,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":362251,""vocadb_url"":""https://vocadb.net/S/362251"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""9rsM4q_Gg8Q"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""木立楓の音楽室"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""9rsM4q_Gg8Q"",""views"":38,""author"":""木立楓の音楽室"",""url"":""https://youtu.be/9rsM4q_Gg8Q""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""木立楓""],""voice_synth_vocalists"":[""初音ミク"",""鏡音リン""],""voice_synth_types"":{""初音ミク"":""vocaloid"",""鏡音リン"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""木立楓"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":95795},{""name"":""鏡音リン"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":14},{""name"":""りゅう"",""artist_type"":null,""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":null},{""name"":""ぱくたそ"",""artist_type"":null,""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":null}]}"
332736,アルテミス,キール,"[""花隈千冬""]",,2023-06-20T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=vg72m3GP8sk,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":604850,""vocadb_url"":""https://vocadb.net/S/604850"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""vg72m3GP8sk"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Keel"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""vg72m3GP8sk"",""views"":38,""author"":""Keel"",""url"":""https://youtu.be/vg72m3GP8sk""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""キール""],""voice_synth_vocalists"":[""花隈千冬""],""voice_synth_types"":{""花隈千冬"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""キール"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":100605},{""name"":""花隈千冬"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":103592}]}"
332737,You Are My 5,TracyP,"[""KAITO""]",,2023-08-07T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=H2hRN6rZnH0,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":521225,""vocadb_url"":""https://vocadb.net/S/521225"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""H2hRN6rZnH0"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Tracy Poe"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""H2hRN6rZnH0"",""views"":38,""author"":""Tracy Poe"",""url"":""https://youtu.be/H2hRN6rZnH0""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""TracyP""],""voice_synth_vocalists"":[""KAITO""],""voice_synth_types"":{""KAITO"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""KAITO"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":71},{""name"":""TracyP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":21253}]}"
332738,勿忘草,haku,"[""VY1""]",,2024-05-14T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=xY1B-Rur3XI,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":765777,""vocadb_url"":""https://vocadb.net/S/765777"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""xY1B-Rur3XI"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""haku"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""xY1B-Rur3XI"",""views"":38,""author"":""haku"",""url"":""https://youtu.be/xY1B-Rur3XI""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""haku""],""voice_synth_vocalists"":[""VY1""],""voice_synth_types"":{""VY1"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""haku"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":158007},{""name"":""VY1"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":117}]}"
332739,虚実,かづゑ屋,"[""初音ミク NT (Unknown)"",""初音ミク V4X (Unknown)""]",,2022-04-22T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=xBY204i_2bA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":490084,""vocadb_url"":""https://vocadb.net/S/490084"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""xBY204i_2bA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""かづゑ屋"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""xBY204i_2bA"",""views"":38,""author"":""かづゑ屋"",""url"":""https://youtu.be/xBY204i_2bA""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""かづゑ屋""],""voice_synth_vocalists"":[""初音ミク NT (Unknown)"",""初音ミク V4X (Unknown)""],""voice_synth_types"":{""初音ミク NT (Unknown)"":""newtype"",""初音ミク V4X (Unknown)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク NT (Unknown)"",""artist_type"":""NewType"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":84429},{""name"":""初音ミク V4X (Unknown)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":41322},{""name"":""かづゑ屋"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":118477}]}"
332740,日常,玄,"[""初音ミク"",""瑞井ろろ""]",,2021-10-18T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=AAav_uy1FgE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":505453,""vocadb_url"":""https://vocadb.net/S/505453"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""AAav_uy1FgE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""玄："",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""AAav_uy1FgE"",""views"":38,""author"":""玄："",""url"":""https://youtu.be/AAav_uy1FgE""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""玄"",""瑞井ろろ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""玄"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":61089},{""name"":""瑞井ろろ"",""artist_type"":""Producer"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":95236}]}"
332741,structural shock!!!,Antique,"[""初音ミク""]",,2024-12-30T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=cBb7SX9eDf0,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":895776,""vocadb_url"":""https://vocadb.net/S/895776"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""cBb7SX9eDf0"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Antique"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""cBb7SX9eDf0"",""views"":38,""author"":""Antique"",""url"":""https://youtu.be/cBb7SX9eDf0""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Antique""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Antique"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":175700},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
332742,基督の手紙,RenewalB,"[""巡音ルカ""]",,2024-07-12T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=h4MQZav1oxA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":648393,""vocadb_url"":""https://vocadb.net/S/648393"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""h4MQZav1oxA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""RenewalB"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""h4MQZav1oxA"",""views"":38,""author"":""RenewalB"",""url"":""https://youtu.be/h4MQZav1oxA""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""RenewalB""],""voice_synth_vocalists"":[""巡音ルカ""],""voice_synth_types"":{""巡音ルカ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""巡音ルカ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2},{""name"":""RenewalB"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":124141}]}"
332743,i want to be your angel,向庭リリー,"[""初音ミク""]",,2024-01-24T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=4t6esCmcBaI,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":578402,""vocadb_url"":""https://vocadb.net/S/578402"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""4t6esCmcBaI"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""向庭リリー〜闇の庭〜"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""4t6esCmcBaI"",""views"":38,""author"":""向庭リリー〜闇の庭〜"",""url"":""https://youtu.be/4t6esCmcBaI""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""向庭リリー""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""向庭リリー"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":114917},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
332744,Utopia,GR-M3,"[""初音ミク V4 (English)""]",,2019-03-05T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=jt3bFW7IApo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":222687,""vocadb_url"":""https://vocadb.net/S/222687"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""jt3bFW7IApo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""GR-M3 - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""jt3bFW7IApo"",""views"":38,""author"":""GR-M3 - Topic"",""url"":""https://youtu.be/jt3bFW7IApo""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""GR-M3""],""voice_synth_vocalists"":[""初音ミク V4 (English)""],""voice_synth_types"":{""初音ミク V4 (English)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""GR-M3"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":60123},{""name"":""初音ミク V4 (English)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":49724}]}"
332745,あなたのつばさになりたかった,神鳴響キ,"[""鏡音リン"",""GUMI""]",,2023-11-19T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=foDdxkgPtzM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":553145,""vocadb_url"":""https://vocadb.net/S/553145"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""foDdxkgPtzM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""神鳴響キ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""foDdxkgPtzM"",""views"":38,""author"":""神鳴響キ"",""url"":""https://youtu.be/foDdxkgPtzM""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""神鳴響キ""],""voice_synth_vocalists"":[""鏡音リン"",""GUMI""],""voice_synth_types"":{""鏡音リン"":""vocaloid"",""GUMI"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""鏡音リン"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":14},{""name"":""GUMI"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":3},{""name"":""神鳴響キ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":128538}]}"
332746,EMETOPHOBIA,Candie-P,"[""弦巻マキ AI (English)""]",,2023-04-06T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=dX6peuqDvA8,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":537376,""vocadb_url"":""https://vocadb.net/S/537376"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""dX6peuqDvA8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Candie-P"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""dX6peuqDvA8"",""views"":38,""author"":""Candie-P"",""url"":""https://youtu.be/dX6peuqDvA8""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Candie-P""],""voice_synth_vocalists"":[""弦巻マキ AI (English)""],""voice_synth_types"":{""弦巻マキ AI (English)"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""Candie-P"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":126258},{""name"":""弦巻マキ AI (English)"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":85838}]}"
332747,eyesight,HAYES,"[""DAINA""]",,2025-10-27T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=02fJnbPLjDA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":858140,""vocadb_url"":""https://vocadb.net/S/858140"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""02fJnbPLjDA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""HAYES"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""02fJnbPLjDA"",""views"":38,""author"":""HAYES"",""url"":""https://youtu.be/02fJnbPLjDA""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""HAYES""],""voice_synth_vocalists"":[""DAINA""],""voice_synth_types"":{""DAINA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""HAYES"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":78285},{""name"":""DAINA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":36170}]}"
332748,In Vein,.neir,"[""GUMI"",""CYBER SONGMAN"",""CYBER DIVA""]",,2021-11-10T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=bLmqIkpkKo8,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":934239,""vocadb_url"":""https://vocadb.net/S/934239"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""bLmqIkpkKo8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""nameless entity in reality"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""bLmqIkpkKo8"",""views"":38,""author"":""nameless entity in reality"",""url"":""https://youtu.be/bLmqIkpkKo8""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":["".neir""],""voice_synth_vocalists"":[""GUMI"",""CYBER SONGMAN"",""CYBER DIVA""],""voice_synth_types"":{""GUMI"":""vocaloid"",""CYBER SONGMAN"":""vocaloid"",""CYBER DIVA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":"".neir"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":104368},{""name"":""GUMI"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":3},{""name"":""CYBER SONGMAN"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":true,""vocadb_artist_id"":53367},{""name"":""CYBER DIVA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":true,""vocadb_artist_id"":31020}]}"
332749,面影想い,シックス,"[""初音ミク""]",,2022-08-15T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=lUmFziZDUfU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":494725,""vocadb_url"":""https://vocadb.net/S/494725"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""lUmFziZDUfU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""シックス"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""lUmFziZDUfU"",""views"":38,""author"":""シックス"",""url"":""https://youtu.be/lUmFziZDUfU""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""シックス""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""シックス"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":89352},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""にすい57"",""artist_type"":null,""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":null}]}"
332750,ハロ・ハロウィーンダンス,ニコニ,"[""初音ミク""]",,2025-11-01T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=C4iIo7UjKE0,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":859186,""vocadb_url"":""https://vocadb.net/S/859186"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""C4iIo7UjKE0"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ニコニ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""C4iIo7UjKE0"",""views"":38,""author"":""ニコニ"",""url"":""https://youtu.be/C4iIo7UjKE0""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ニコニ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ニコニ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":171274}]}"
