rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
230001,l・l・l・l,ローカスト,"[""初音ミク""]",,2021-06-24T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,531.0,views,,,531,,,,,https://www.youtube.com/watch?v=AZeJ6ogaU08,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":340997,""vocadb_url"":""https://vocadb.net/S/340997"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":9,""youtube_video_id"":""AZeJ6ogaU08"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ローカスト"",""official_youtube_pv_count"":2,""official_youtube_resolved_pv_count"":2,""official_youtube_total_views"":617,""official_youtube_pvs"":[{""video_id"":""AZeJ6ogaU08"",""views"":531,""author"":""ローカスト"",""url"":""https://youtu.be/AZeJ6ogaU08""},{""video_id"":""KgKGgNXTmrc"",""views"":86,""author"":""Locust - Topic"",""url"":""https://youtu.be/KgKGgNXTmrc""}],""highest_individual_official_pv_views"":531,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ローカスト""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ローカスト"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":80862},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
230370,君のいない世界,タカノリ,"[""IA""]",,2013-01-19T00:00:00Z,2013,[],"[""und""]",,,,,,,youtube_views,527.0,views,,,527,,,,,https://www.youtube.com/watch?v=nXOb3ODennA,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":21572,""vocadb_url"":""https://vocadb.net/S/21572"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""nXOb3ODennA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""タカノリTakanoriKey"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":527,""official_youtube_pvs"":[{""video_id"":""nXOb3ODennA"",""views"":527,""author"":""タカノリTakanoriKey"",""url"":""https://youtu.be/nXOb3ODennA""}],""highest_individual_official_pv_views"":527,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""タカノリ""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504},{""name"":""タカノリ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":4893}]}"
230371,模倣じゃない！,全て黄金比の所為です。,"[""唄音ウタ""]",,2023-10-14T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,527.0,views,,,527,,,,,https://www.youtube.com/watch?v=IWrnRsF93Jo,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":536823,""vocadb_url"":""https://vocadb.net/S/536823"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""IWrnRsF93Jo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""全て黄金比の所為です。"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":527,""official_youtube_pvs"":[{""video_id"":""IWrnRsF93Jo"",""views"":527,""author"":""全て黄金比の所為です。"",""url"":""https://youtu.be/IWrnRsF93Jo""}],""highest_individual_official_pv_views"":527,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""全て黄金比の所為です。""],""voice_synth_vocalists"":[""唄音ウタ""],""voice_synth_types"":{""唄音ウタ"":""utau""},""all_vocadb_artist_credits"":[{""name"":""全て黄金比の所為です。"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":83426},{""name"":""唄音ウタ"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":803},{""name"":""ノーコピーライトガール"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":77079}]}"
230372,불행,지노가쯔,"[""UNI""]",,2023-08-30T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,527.0,views,,,527,,,,,https://www.youtube.com/watch?v=DJVv1ARsY2s,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":648184,""vocadb_url"":""https://vocadb.net/S/648184"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""DJVv1ARsY2s"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""지노가쯔의 유사음악"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":527,""official_youtube_pvs"":[{""video_id"":""DJVv1ARsY2s"",""views"":527,""author"":""지노가쯔의 유사음악"",""url"":""https://youtu.be/DJVv1ARsY2s""}],""highest_individual_official_pv_views"":527,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""지노가쯔""],""voice_synth_vocalists"":[""UNI""],""voice_synth_types"":{""UNI"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""지노가쯔"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":132793},{""name"":""UNI"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":28174},{""name"":""월화"",""artist_type"":null,""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":null}]}"
230373,Metafikushon,gits extreme,"[""Chis-A [tʃíːseɪ]""]",,2025-01-29T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,527.0,views,,,527,,,,,https://www.youtube.com/watch?v=2WnsseYKCw8,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":818306,""vocadb_url"":""https://vocadb.net/S/818306"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""2WnsseYKCw8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""gits extreme"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":527,""official_youtube_pvs"":[{""video_id"":""2WnsseYKCw8"",""views"":527,""author"":""gits extreme"",""url"":""https://youtu.be/2WnsseYKCw8""}],""highest_individual_official_pv_views"":527,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""gits extreme""],""voice_synth_vocalists"":[""Chis-A [tʃíːseɪ]""],""voice_synth_types"":{""Chis-A [tʃíːseɪ]"":""voisona""},""all_vocadb_artist_credits"":[{""name"":""gits extreme"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":165734},{""name"":""Chis-A [tʃíːseɪ]"",""artist_type"":""VoiSona"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":116299}]}"
230374,雨の日,かいこ,"[""結月ゆかり""]",,2025-04-08T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,527.0,views,,,527,,,,,https://www.youtube.com/watch?v=nuSvZWSbfDs,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":831826,""vocadb_url"":""https://vocadb.net/S/831826"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""nuSvZWSbfDs"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""蚕"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":527,""official_youtube_pvs"":[{""video_id"":""nuSvZWSbfDs"",""views"":527,""author"":""蚕"",""url"":""https://youtu.be/nuSvZWSbfDs""}],""highest_individual_official_pv_views"":527,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""かいこ""],""voice_synth_vocalists"":[""結月ゆかり""],""voice_synth_types"":{""結月ゆかり"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""かいこ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":167661},{""name"":""結月ゆかり"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":623}]}"
230375,お星さまじゃないね,小麦じゃむ,"[""鳴花ヒメ""]",,2025-08-27T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,527.0,views,,,527,,,,,https://www.youtube.com/watch?v=6_VK_Hp-QDM,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":832187,""vocadb_url"":""https://vocadb.net/S/832187"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""6_VK_Hp-QDM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""小麦じゃむ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":527,""official_youtube_pvs"":[{""video_id"":""6_VK_Hp-QDM"",""views"":527,""author"":""小麦じゃむ"",""url"":""https://youtu.be/6_VK_Hp-QDM""}],""highest_individual_official_pv_views"":527,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""小麦じゃむ""],""voice_synth_vocalists"":[""鳴花ヒメ""],""voice_synth_types"":{""鳴花ヒメ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""小麦じゃむ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":133259},{""name"":""鳴花ヒメ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":71655}]}"
230376,永遠の夢,Tomy,"[""初音ミク""]",,2025-02-21T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,527.0,views,,,527,,,,,https://www.youtube.com/watch?v=iQNqO-U2YT8,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":764896,""vocadb_url"":""https://vocadb.net/S/764896"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""iQNqO-U2YT8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Tomy"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":527,""official_youtube_pvs"":[{""video_id"":""iQNqO-U2YT8"",""views"":527,""author"":""Tomy"",""url"":""https://youtu.be/iQNqO-U2YT8""}],""highest_individual_official_pv_views"":527,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Tomy""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Tomy"",""artist_type"":""Producer"",""roles"":[""animator"",""composer""],""is_support"":false,""vocadb_artist_id"":121665},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""DADA"",""artist_type"":""Animator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":156729}]}"
230377,Super Power,ウォリル,"[""初音ミク"",""キリエルイ""]",,2023-12-23T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,527.0,views,,,527,,,,,https://www.youtube.com/watch?v=yFCxYgUIEGk,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":721280,""vocadb_url"":""https://vocadb.net/S/721280"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""yFCxYgUIEGk"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ウォリル"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":527,""official_youtube_pvs"":[{""video_id"":""yFCxYgUIEGk"",""views"":527,""author"":""ウォリル"",""url"":""https://youtu.be/yFCxYgUIEGk""}],""highest_individual_official_pv_views"":527,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ウォリル"",""キリエルイ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ウォリル"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":113527},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""キリエルイ"",""artist_type"":""Producer"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":81978}]}"
230378,夏と炭酸,タタン,"[""音街ウナ (Unknown)""]",,2020-04-25T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,527.0,views,,,527,,,,,https://www.youtube.com/watch?v=WR0QPUtqmxo,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":280111,""vocadb_url"":""https://vocadb.net/S/280111"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""WR0QPUtqmxo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""タタン・トルタ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":527,""official_youtube_pvs"":[{""video_id"":""WR0QPUtqmxo"",""views"":527,""author"":""タタン・トルタ"",""url"":""https://youtu.be/WR0QPUtqmxo""}],""highest_individual_official_pv_views"":527,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""タタン""],""voice_synth_vocalists"":[""音街ウナ (Unknown)""],""voice_synth_types"":{""音街ウナ (Unknown)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""タタン"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":78881},{""name"":""音街ウナ (Unknown)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":49701}]}"
230379,梦想→World→歌唱,PoKeR,"[""洛天依""]",,2014-02-05T00:00:00Z,2014,[],"[""und""]",,,,,,,youtube_views,526.0,views,,,526,,,,,https://www.youtube.com/watch?v=tBKei8HYLko,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":50336,""vocadb_url"":""https://vocadb.net/S/50336"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":17,""youtube_video_id"":""tBKei8HYLko"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""VNN"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":526,""official_youtube_pvs"":[{""video_id"":""tBKei8HYLko"",""views"":526,""author"":""VNN"",""url"":""https://youtu.be/tBKei8HYLko""}],""highest_individual_official_pv_views"":526,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""PoKeR""],""voice_synth_vocalists"":[""洛天依""],""voice_synth_types"":{""洛天依"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""PoKeR"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":7344},{""name"":""洛天依"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1778},{""name"":""杏花包子"",""artist_type"":""Lyricist"",""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":11692},{""name"":""冰镇甜豆浆"",""artist_type"":""Animator"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":16046},{""name"":""历历路路"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":16483},{""name"":""没有毛"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":18356}]}"
230380,Ignite the Light,WintermintP,"[""v flower"",""杏音"",""鳥音"",""kevinlyspirit""]",,2017-04-10T00:00:00Z,2017,[],"[""und""]",,,,,,,youtube_views,526.0,views,,,526,,,,,https://www.youtube.com/watch?v=NTasMeCrhfU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":153698,""vocadb_url"":""https://vocadb.net/S/153698"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":17,""youtube_video_id"":""NTasMeCrhfU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""31Wyntie + WintermintP"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":526,""official_youtube_pvs"":[{""video_id"":""NTasMeCrhfU"",""views"":526,""author"":""31Wyntie + WintermintP"",""url"":""https://youtu.be/NTasMeCrhfU""}],""highest_individual_official_pv_views"":526,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""WintermintP"",""kevinlyspirit""],""voice_synth_vocalists"":[""v flower"",""杏音"",""鳥音""],""voice_synth_types"":{""v flower"":""vocaloid"",""杏音"":""vocaloid"",""鳥音"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""WintermintP"",""artist_type"":""Producer"",""roles"":[""arranger"",""composer"",""instrumentalist"",""lyricist"",""mixer""],""is_support"":false,""vocadb_artist_id"":41897},{""name"":""SHOCKING★TRUTH"",""artist_type"":""OtherGroup"",""roles"":[""default""],""is_support"":true,""vocadb_artist_id"":41201},{""name"":""v flower"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":true,""vocadb_artist_id"":21165},{""name"":""杏音"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":18365},{""name"":""鳥音"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":18364},{""name"":""kevinlyspirit"",""artist_type"":""Producer"",""roles"":[""mastering""],""is_support"":false,""vocadb_artist_id"":41203}]}"
230381,Observe,An Yuki,"[""初音ミク""]",,2020-03-01T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,526.0,views,,,526,,,,,https://www.youtube.com/watch?v=K8jI-TFe4Y8,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":286171,""vocadb_url"":""https://vocadb.net/S/286171"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":9,""youtube_video_id"":""K8jI-TFe4Y8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""HastyHat"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":526,""official_youtube_pvs"":[{""video_id"":""K8jI-TFe4Y8"",""views"":526,""author"":""HastyHat"",""url"":""https://youtu.be/K8jI-TFe4Y8""}],""highest_individual_official_pv_views"":526,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""An Yuki""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""An Yuki"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":22987},{""name"":""aosekaco"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":107446}]}"
230382,晴れ時々夢,風原,"[""雪歌ユフ""]",,2016-08-02T00:00:00Z,2016,[],"[""und""]",,,,,,,youtube_views,526.0,views,,,526,,,,,https://www.youtube.com/watch?v=eGz6efDZr4A,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":130287,""vocadb_url"":""https://vocadb.net/S/130287"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":5,""youtube_video_id"":""eGz6efDZr4A"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""風原の音置き場"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":526,""official_youtube_pvs"":[{""video_id"":""eGz6efDZr4A"",""views"":526,""author"":""風原の音置き場"",""url"":""https://youtu.be/eGz6efDZr4A""}],""highest_individual_official_pv_views"":526,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""風原""],""voice_synth_vocalists"":[""雪歌ユフ""],""voice_synth_types"":{""雪歌ユフ"":""utau""},""all_vocadb_artist_credits"":[{""name"":""風原"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2677},{""name"":""雪歌ユフ"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":809},{""name"":""藤堂茶路"",""artist_type"":""Illustrator"",""roles"":[""animator"",""illustrator""],""is_support"":false,""vocadb_artist_id"":7638}]}"
230383,Blizzard,BegoneDamen,"[""エデン・ツミ""]",,2025-12-08T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,526.0,views,,,526,,,,,https://www.youtube.com/watch?v=8hu3FRXrSAw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":884509,""vocadb_url"":""https://vocadb.net/S/884509"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""8hu3FRXrSAw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""BegoneDamen"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":526,""official_youtube_pvs"":[{""video_id"":""8hu3FRXrSAw"",""views"":526,""author"":""BegoneDamen"",""url"":""https://youtu.be/8hu3FRXrSAw""}],""highest_individual_official_pv_views"":526,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""BegoneDamen""],""voice_synth_vocalists"":[""エデン・ツミ""],""voice_synth_types"":{""エデン・ツミ"":""utau""},""all_vocadb_artist_credits"":[{""name"":""BegoneDamen"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":151607},{""name"":""エデン・ツミ"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":174642}]}"
230384,好きになってよ,生まれたくなかったp,"[""初音ミク""]",,2025-04-15T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,526.0,views,,,526,,,,,https://www.youtube.com/watch?v=IiRJv1m-6SM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":777666,""vocadb_url"":""https://vocadb.net/S/777666"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":2,""youtube_video_id"":""IiRJv1m-6SM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Chisato*生まれたくなかったp"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":526,""official_youtube_pvs"":[{""video_id"":""IiRJv1m-6SM"",""views"":526,""author"":""Chisato*生まれたくなかったp"",""url"":""https://youtu.be/IiRJv1m-6SM""}],""highest_individual_official_pv_views"":526,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""生まれたくなかったp""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""生まれたくなかったp"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":138664}]}"
