rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
11,Le roi m'a dit,Jean-Louis Costes,[],Le fantôme d'Archie Shepp,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,567b6bd6-bedf-449b-82e1-f9e4fc9a5eec,,https://musicbrainz.org/recording/567b6bd6-bedf-449b-82e1-f9e4fc9a5eec,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
12,Höga berg och djupa dalar,Marie Axelsson,[],Min skattkammare: Julskatten,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,094191d8-850e-49dd-9a37-eba20e7ef434,,https://musicbrainz.org/recording/094191d8-850e-49dd-9a37-eba20e7ef434,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
13,Cold,Twinkle Twinkle Little Rock Star,[],Lullaby Versions of Twilight Breaking Dawn,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,6d8c230d-5c5d-4016-9f49-43d778be5684,,https://musicbrainz.org/recording/6d8c230d-5c5d-4016-9f49-43d778be5684,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
14,Tre pepparkaksgummor,"Basia Frydman, Karin Renberg och Cisela Björklund",[],Min skattkammare: Julskatten,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,a6409cc0-bfaf-43ea-b479-a8d8e4962ef7,,https://musicbrainz.org/recording/a6409cc0-bfaf-43ea-b479-a8d8e4962ef7,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
15,Ritsch ratsch filibom bom bom,"Askebyskolans barnkör, Lena Nyman och Karin Renberg",[],Min skattkammare: Julskatten,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,15daec55-2469-4d45-b415-3043370e58da,,https://musicbrainz.org/recording/15daec55-2469-4d45-b415-3043370e58da,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
16,Endtapes,Twinkle Twinkle Little Rock Star,[],Lullaby Versions of Twilight Breaking Dawn,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,d0145c90-86d6-4004-9525-a4a5a4ec3d5f,,https://musicbrainz.org/recording/d0145c90-86d6-4004-9525-a4a5a4ec3d5f,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
17,It Will Rain,Twinkle Twinkle Little Rock Star,[],Lullaby Versions of Twilight Breaking Dawn,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,9d9090dc-e7bb-4b96-8182-441d84eac23f,,https://musicbrainz.org/recording/9d9090dc-e7bb-4b96-8182-441d84eac23f,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
18,Le fantôme d'Archie Shepp,Jean-Louis Costes,[],Le fantôme d'Archie Shepp,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,fad98d1d-5c7f-45c0-9853-bb444152ffd8,,https://musicbrainz.org/recording/fad98d1d-5c7f-45c0-9853-bb444152ffd8,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
19,Llovera,Twinkle Twinkle Little Rock Star,[],Lullaby Versions of Twilight Breaking Dawn,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,100e066b-6032-48ec-b9dd-646abdebca72,,https://musicbrainz.org/recording/100e066b-6032-48ec-b9dd-646abdebca72,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
20,Räven raskar över isen,"Nacka Musikklasser åk 5–6, Rolf Lassgård, Freddie Wadling och Malin Hülphers",[],Min skattkammare: Julskatten,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,763a1807-e260-489c-bb1c-8c88e74f2a57,,https://musicbrainz.org/recording/763a1807-e260-489c-bb1c-8c88e74f2a57,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
21,Requiem On Water,Twinkle Twinkle Little Rock Star,[],Lullaby Versions of Twilight Breaking Dawn,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,44e6e1b8-4945-43a5-8b4d-53218a2a089b,,https://musicbrainz.org/recording/44e6e1b8-4945-43a5-8b4d-53218a2a089b,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
22,Johnny Built a House,Malvina Reynolds,[],Little Boxes and Magic Pennies: A Children’s Song Anthology,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,68bae8fc-0a31-44d7-bdae-11b2a5df1676,,https://musicbrainz.org/recording/68bae8fc-0a31-44d7-bdae-11b2a5df1676,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
23,Angel Standing By,Jewel,[],Pieces Of You,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,86cc3fa4-5ef1-4c87-b9f4-ee38a5a8f248,,https://musicbrainz.org/recording/86cc3fa4-5ef1-4c87-b9f4-ee38a5a8f248,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
24,The Bear Band Serenade,Pete Renoudet,[],Walt Disney World Resort: The Official Album,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,a14cb892-5ade-4c34-a87e-77c426365f0f,,https://musicbrainz.org/recording/a14cb892-5ade-4c34-a87e-77c426365f0f,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
25,Rabbits Dance,Malvina Reynolds,[],Little Boxes and Magic Pennies: A Children’s Song Anthology,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,de629337-71e7-41dc-8aa4-5271831f28ae,,https://musicbrainz.org/recording/de629337-71e7-41dc-8aa4-5271831f28ae,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
26,Here Sits a Monkey,Raffi with Ken Whiteley,[],Corner Grocery Store,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,8043f2f2-03b3-409b-86a3-135f7860cc8c,,https://musicbrainz.org/recording/8043f2f2-03b3-409b-86a3-135f7860cc8c,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
27,We Got Us,The Muppets,[],The Muppet Show 2,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,6ed4f72c-1536-4f58-a267-7c7ae01dfcc6,,https://musicbrainz.org/recording/6ed4f72c-1536-4f58-a267-7c7ae01dfcc6,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
28,"Mahna, Mahna",Mahna Mahna & The Two Snowths,[],Wipe Out,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,d4e9dc56-6517-4ac3-a6da-47dc7aac6ab5,,https://musicbrainz.org/recording/d4e9dc56-6517-4ac3-a6da-47dc7aac6ab5,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
29,Several Drops of Rain,Richard Stone,[],Yakko's World,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,7bf285a2-3933-4984-8fcc-3225a998b23f,,https://musicbrainz.org/recording/7bf285a2-3933-4984-8fcc-3225a998b23f,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
30,Closing Theme,The Muppets,[],The Muppet Show 2,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,4995a180-84ad-41bf-aa1c-8f6c1a5decf9,,https://musicbrainz.org/recording/4995a180-84ad-41bf-aa1c-8f6c1a5decf9,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
31,Clap Your Hands,They Might Be Giants,[],Here Come the ABCs,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,f9db346b-e9dd-4cab-b0e7-5f98a8e89594,,https://musicbrainz.org/recording/f9db346b-e9dd-4cab-b0e7-5f98a8e89594,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
32,Bein’ Green,Kermit the Frog,[],"Sesame Street: Old School, Volume 1",,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,272fdbe2-6b03-4938-9b8a-0117490cd0f5,,https://musicbrainz.org/recording/272fdbe2-6b03-4938-9b8a-0117490cd0f5,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
33,Impossible,They Might Be Giants,[],"Bed, Bed, Bed",,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,4719c2a2-5061-427b-83ea-19b9293ad42f,,https://musicbrainz.org/recording/4719c2a2-5061-427b-83ea-19b9293ad42f,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
34,Yakko's Universe,Richard Stone,[],Yakko's World,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,7e7de1a1-b856-41d5-a540-6c4a4158eb76,,https://musicbrainz.org/recording/7e7de1a1-b856-41d5-a540-6c4a4158eb76,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
35,"Stella, Stella Oga",Charlotte Diamond,[],10 Carrot Diamond,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,779a48c4-c5a3-4932-ab6f-a6322fd022c8,,https://musicbrainz.org/recording/779a48c4-c5a3-4932-ab6f-a6322fd022c8,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
36,"Zing, Zing, Zing",Charlotte Diamond,[],10 Carrot Diamond,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,9aa4d9f5-f4ca-4d22-ac84-8720ecd99f75,,https://musicbrainz.org/recording/9aa4d9f5-f4ca-4d22-ac84-8720ecd99f75,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
37,Baby Beluga,Raffi with Ken Whiteley,[],Baby Beluga,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,6ac7f2b3-88ca-45e6-a275-5bfa6129bc30,,https://musicbrainz.org/recording/6ac7f2b3-88ca-45e6-a275-5bfa6129bc30,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
38,Evergreen Everblue,Raffi,[],Evergreen Everblue,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,52f8c8cb-5ba2-4d38-a85b-5e266bea7aa6,,https://musicbrainz.org/recording/52f8c8cb-5ba2-4d38-a85b-5e266bea7aa6,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
39,Lavender Blue (Dilly Dilly),Burl Ives,[],Chim Chim Cheree and Other Children’s Choices,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,e0d62412-5f88-4c65-8d21-da76dd650854,,https://musicbrainz.org/recording/e0d62412-5f88-4c65-8d21-da76dd650854,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
40,"Bed, Bed, Bed",They Might Be Giants,[],No!,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,406aa6c6-ffae-48f6-a8c7-59dc87acdc81,,https://musicbrainz.org/recording/406aa6c6-ffae-48f6-a8c7-59dc87acdc81,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
41,Verliefd,K3,[],Samen feesten,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,eee8c283-cbbf-4b14-bae3-421d3befefa3,,https://musicbrainz.org/recording/eee8c283-cbbf-4b14-bae3-421d3befefa3,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
42,The Corner Grocery Store,Raffi with Ken Whiteley,[],Corner Grocery Store,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,b0aee02e-6974-4fae-9b05-478655423274,,https://musicbrainz.org/recording/b0aee02e-6974-4fae-9b05-478655423274,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
43,Lille vedhuggaren ”Många träd…”,Lill Lindfors & Tommy Körberg,[],"Barnvisor: 88 svenska barnvisor från Sjung med oss, Mamma! till Pippi Långstrump",,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,a7af6da5-e590-46d2-99c7-8938898cd1ed,,https://musicbrainz.org/recording/a7af6da5-e590-46d2-99c7-8938898cd1ed,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
44,Mors lilla Olle,Lill Lindfors & Tommy Körberg,[],"Barnvisor: 88 svenska barnvisor från Sjung med oss, Mamma! till Pippi Långstrump",,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,4a2ab3fd-b62b-4f22-9c00-658e779d17dc,,https://musicbrainz.org/recording/4a2ab3fd-b62b-4f22-9c00-658e779d17dc,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
45,"Hello, Ladybug",Malvina Reynolds,[],Little Boxes and Magic Pennies: A Children’s Song Anthology,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,ea0ba0f4-c09e-479f-a07d-ee399a42e7fd,,https://musicbrainz.org/recording/ea0ba0f4-c09e-479f-a07d-ee399a42e7fd,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
46,Says the Bee,Malvina Reynolds,[],Little Boxes and Magic Pennies: A Children’s Song Anthology,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,fd046e60-c2a8-461e-b4c0-729d5d65529f,,https://musicbrainz.org/recording/fd046e60-c2a8-461e-b4c0-729d5d65529f,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
47,Tomtegubben som hade snuva,Lill Lindfors & Tommy Körberg,[],"Barnvisor: 88 svenska barnvisor från Sjung med oss, Mamma! till Pippi Långstrump",,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,5ae83123-3ad6-4175-b6e8-92f5a7ba33a6,,https://musicbrainz.org/recording/5ae83123-3ad6-4175-b6e8-92f5a7ba33a6,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""release-group"",""source_popularity_band"":[95,100]}"
48,Hello Song,Aitak Ajangzad & Mani Nilchiani,[],Cheshmak,,,"[""children's music""]","[""und""]",,,,,,,listenbrainz_tag_popularity_percent,100.0,score_0_100,,,,35.0,,6122e162-a99e-443a-ae06-eb0cf5431e4f,,https://musicbrainz.org/recording/6122e162-a99e-443a-ae06-eb0cf5431e4f,2026-09-12,"MusicBrainz tag membership and hydrated recording metadata; ListenBrainz popularity score, not listens.","{""culture_category"":""children_childhood"",""source_tag"":""children's music"",""listenbrainz_source_scope"":""recording"",""source_popularity_band"":[95,100]}"
